Tipe Silang,Tgl Beli,No LPB,Sales Beli,Supplier,Nama Barang,Qty Silang,HPP Beli,Tgl Jual,No SJ,Sales Jual,Customer
PF dipakai BC,2026-02-03,KB-LPBD-03022026-003,PF,"CV SAMUDRA JAYA ABADI","Gatsby Water Gloss Soft 48X150Gr",10,585405.405,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-27,KB-LPBD-27022026-002,PF,"CV SAMUDRA JAYA ABADI","Gatsby T-Hair Cream Normal 48X120Gr",15,449369.4,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-03,KB-LPBD-03022026-003,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Perfect Clean 100Grx36",20,647027.027,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-16,KB-LPBD-16022026-001,PF,"PT INTI CAKRAWALA CITRA","Abc Kecap Pet 600Ml",183,215019.94,2026-02-25,SJ-122-25022026-002,BC,"PT. INTRADITA PROSIMPEX"
PF dipakai BC,2026-02-27,KB-LPBD-27022026-002,PF,"CV SAMUDRA JAYA ABADI","Gatsby Water Gloss Ultimate Hold <Tube> 48X150Gr",15,588828.8,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-03,KB-LPBD-03022026-003,PF,"CV SAMUDRA JAYA ABADI","Gatsby Water Gloss Super Hard 150Grx48",10,585405.405,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-03,KB-LPBD-03022026-001,PF,"PT. Lina Jaya Mart","Nescafe Coffee Ready To Drink Black 220Ml",50,104504.504,2026-02-25,SJ-411-25022026-003,BC,"PT. RANI INVESTINDO"
PF dipakai BC,2026-01-19,KB-LPBD-19012026-008,PF,"CV SAMUDRA JAYA ABADI","Gatsby Water Gloss Hyper Solid 36X300Gr",10,588828.83,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
BC dipakai PF,2026-02-25,KB-LPBD-25022026-002,BC,"Jenindo Prakarsa Jati Asih , Bekasi","Blue Band Serbaguna 200G",499,414175.81,2026-02-25,SJ-264-25022026-007,PF,"FAHMI"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-005,PF,"CV SAMUDRA JAYA ABADI","Gatsby T-Hair Cream Normal 36X245Gr",5,488108.1,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-03,KB-LPBD-03022026-003,PF,"CV SAMUDRA JAYA ABADI","Gatsby Water Gloss Hard 48X150Gr",10,585405.405,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-03,KB-LPBD-03022026-003,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Clear Whitening 100Grx36",5,647027.027,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-27,KB-LPBD-27022026-002,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Clear Whitening 100Grx36",15,650810.8,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-01-22,KB-LPB-22012026-004,PF,"PT SEKAR WANGI ADA PERKASA","Richeese Nabati Wafer Cokelat Kaleng 287g",300,19500,2026-02-26,SJ-715-26022026-003,BC,"BU RAHMA"
PF dipakai BC,2026-01-22,KB-LPB-22012026-004,PF,"PT SEKAR WANGI ADA PERKASA","Richeese Nabati Wafer Keju Kaleng 287g",150,19500,2026-02-26,SJ-715-26022026-003,BC,"BU RAHMA"
BC dipakai PF,2026-02-13,KB-LPB-13022026-004,BC,"Hypermart - Supermal Karawaci","Sasa Msg 1Kg",150,488400,2026-02-26,SJ-691-26022026-001,PF,"MARIYANA"
PF dipakai BC,2026-01-21,KB-LPB-21012026-003,PF,"PT SEKAR WANGI ADA PERKASA","Nabati Wafer Pink Lava",10,117000,2026-02-26,SJ-715-26022026-003,BC,"BU RAHMA"
PF dipakai BC,2026-02-25,KB-LPB-25022026-004,PF,"PT SEKAR WANGI ADA PERKASA","Nabati Wafer Pink Lava",40,79200,2026-02-26,SJ-715-26022026-003,BC,"BU RAHMA"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Shiny Black Blister (Hitam) 6x6x12",10,9099.099,2026-02-26,SJ-179-26022026-011,BC,"SUPRI"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Treatment Blister (Pink)",6,9099.099,2026-02-26,SJ-179-26022026-011,BC,"SUPRI"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",7,9099.099,2026-02-26,SJ-179-26022026-011,BC,"SUPRI"
BC dipakai PF,2026-02-16,KB-LPB-16022026-002,BC,"HYPERMART - MALL BALE KOTA","MARJAN SIRUP MELON 460ML",250,214992,2026-02-27,SJ-538-27022026-002,PF,"PT. BHAKTI KARYA DISTRIBUSI INDONESIA"
BC dipakai PF,2026-02-13,KB-LPB-09042026-001,BC,"HYPERMART - MALL BALE KOTA","MARJAN SIRUP COCOPANDAN 460ML",306,215000,2026-02-27,SJ-538-27022026-002,PF,"PT. BHAKTI KARYA DISTRIBUSI INDONESIA"
BC dipakai PF,2026-02-16,KB-LPB-16022026-002,BC,"HYPERMART - MALL BALE KOTA","MARJAN SIRUP COCOPANDAN 460ML",150,214992,2026-02-27,SJ-538-27022026-002,PF,"PT. BHAKTI KARYA DISTRIBUSI INDONESIA"
BC dipakai PF,2026-01-21,KB-LPBD-21012026-004,BC,"INDOGROSIR CIKOKOL","Minyak Goreng Bimoli 5L",500,353153.15,2026-02-27,SJ-971-27022026-003,PF,"PT. FORTUNE REEF ZONA"
BC dipakai PF,2026-02-13,KB-LPB-13022026-004,BC,"Hypermart - Supermal Karawaci","Sasa Msg 1Kg",150,488400,2026-02-28,SJ-244-28022026-003,PF,"MARIYANA"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Shiny Black Blister (Hitam) 6x6x12",5,9099.099,2026-02-28,SJ-573-28022026-002,BC,"MR WONG"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",5,9099.099,2026-02-28,SJ-573-28022026-002,BC,"MR WONG"
PF dipakai BC,2026-03-11,KB-LPBD-20260312-002-DUP,PF,"PT SEKAR WANGI ADA PERKASA","Pop Mie Goreng Rasa Indomie (12 Cup)",100,40540.54,2026-03-12,SJ-962-12032026-001,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-03-09,KB-LPB-20260310-003,PF,"PT LOTTE MART INDONESIA","Lifebouy Shampoo Anti Dandruff 680Ml",400,245004,2026-03-12,SJ-577-11032026-002,BC,"MR HAN"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Nutri Color Blister (Ungu)",36,9099.099,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-16,KB-LPBD-20260316-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Nutri Color Blister (Ungu)",40,658640.54,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-17,KB-LPBD-17032026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Nutri Color Blister (Ungu)",29,658640.54,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-02-27,KB-LPBD-27022026-002,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Skin Triple Protection 100Grx36",10,650810.8,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-01,KB-LPBD-20260302001,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Skin Triple Protection 100Grx36",40,650810.81,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-04,KB-LPBD-20260304-008,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Skin Triple Protection 100Grx36",25,650810.81,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-04,KB-LPBD-20260304-009,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Skin Triple Protection 100Grx36",10,650810.81,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-04,KB-LPBD-20260305-002,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Skin Triple Protection 100Grx36",65,650810.81,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-09,KB-LPBD-20260312-006,PF,"KUDO TEKNOLOGI INDONESIA","Abc Extra Pedas Botol 335Ml",50,290090.09,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-02-03,KB-LPBD-03022026-003,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Perfect Clean 100Grx36",34,647027.027,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-02-27,KB-LPBD-27022026-002,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Perfect Clean 100Grx36",20,650810.8,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-01,KB-LPBD-20260302001,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Perfect Clean 100Grx36",40,650810.81,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-04,KB-LPBD-20260305-002,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Perfect Clean 100Grx36",56,650810.81,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-02-27,KB-LPBD-27022026-002,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Clear Whitening 100Grx36",5,650810.8,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-01,KB-LPBD-20260302001,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Clear Whitening 100Grx36",40,650810.81,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-04,KB-LPBD-20260304-009,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Clear Whitening 100Grx36",10,650810.81,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-04,KB-LPBD-20260304-008,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Clear Whitening 100Grx36",5,650810.81,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-02-04,KB-LPBD-04022026-005,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Nutri Color Jar (Ungu)",35,742792.792,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Nutri Color Jar (Ungu)",5,745045.045,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-04-02,KB-LPB-02042026-002,PF,"HYPERMART - MALL CIPUTRA CIBUBUR","Ellips Hair Vitamin Hair Nutri Color Jar (Ungu)",1,756000,2026-03-13,SJ-245-13032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-02-27,KB-LPBD-27022026-002,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Oil Control 100Grx36",5,650810.8,2026-03-14,SJ-697-14032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-01,KB-LPBD-20260302001,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Oil Control 100Grx36",30,650810.81,2026-03-14,SJ-697-14032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-04,KB-LPBD-20260304-009,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Oil Control 100Grx36",10,650810.81,2026-03-14,SJ-697-14032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-04,KB-LPBD-20260304-008,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Oil Control 100Grx36",15,650810.81,2026-03-14,SJ-697-14032026-004,BC,"PT. DIZA AISHWARYA GLOBAL"
PF dipakai BC,2026-03-04,KB-LPBD-20260305003,PF," HYPERMART VILLA MELATI ","Bye Bye Fever Kids",20,1448648.65,2026-03-16,SJ-768-08012026-001,BC,"SUPRI"
PF dipakai BC,2026-03-04,KB-LPBD-20260305003,PF," HYPERMART VILLA MELATI ","Bye Bye Fever Baby",20,1037837.84,2026-03-16,SJ-768-08012026-001,BC,"SUPRI"
PF dipakai BC,2026-03-01,KB-LPBD-20260302003,PF,"PT LOTTE MART INDONESIA","LISTERINE MW MULTI PROTECT ZERO 250ML",50,343783.79,2026-03-16,SJ-323-02032026-002,BC,"PT. Lina Jaya Mart"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Shiny Black Blister (Hitam) 6x6x12",17,9099.099,2026-03-16,SJ-470-14012026-001,BC,"AHOK"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",24,9099.099,2026-03-16,SJ-470-14012026-001,BC,"AHOK"
PF dipakai BC,2026-03-17,KB-LPBD-17032026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Nutri Color Blister (Ungu)",5,658640.54,2026-03-16,SJ-470-14012026-001,BC,"AHOK"
PF dipakai BC,2026-02-24,KB-LPBD-24022026-003,PF,"PT. Cahaya Karang Kencana","Nescafe Kopi Classic 10X(60X2Gr)",250,625855.856,2026-03-17,SJ-840-03032026-010,BC,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-20,KB-LPBD-21012026-001,BC,"CV SAMUDRA JAYA ABADI","Gatsby Water Gloss Super Hard 96X75Gr",10,619819.82,2026-03-30,SJ-949-06032026-006,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby Water Gloss Super Hard 96X75Gr",5,619819.82,2026-03-30,SJ-949-06032026-006,PF,"PT. RAJA IMPEX"
PF dipakai BC,2026-01-22,KB-LPBD-22012026-006,PF,"PT. Valent Ternama Didepan","Kopi Kapal Api Spesial Mix Bag 6X20X23Gr",30,173873.87,2026-03-30,SJ-645-09032026-001,BC,"PT. MITRA ASIA SYNERGY"
BC dipakai PF,2026-02-27,KB-LPB-27022026-003,BC,"HYPERMART CITRA RAYA","Fanta Strawberry Pet 1500Ml",583,114000,2026-03-30,SJ-835-07032026-002,PF,"THORIQ"
BC dipakai PF,2026-01-28,KB-LPB-28012026-008,BC,"LOTTE MART GANDARIA CITY","Sunlight 610Ml",850,87000,2026-03-30,SJ-541-27032026-001,PF,"JARWO"
BC dipakai PF,2026-01-28,KB-LPB-28012026-008,BC,"LOTTE MART GANDARIA CITY","Sunlight 610Ml",450,87000,2026-03-30,SJ-400-27032026-002,PF,"PAK AAN "
BC dipakai PF,2026-01-28,KB-LPB-28012026-008,BC,"LOTTE MART GANDARIA CITY","Sunlight 610Ml",200,87000,2026-03-30,SJ-941-30032026-003,PF,"PT.INDOZAN GLOBAL INTERNASIONAL"
BC dipakai PF,2026-01-28,KB-LPB-28012026-008,BC,"LOTTE MART GANDARIA CITY","Sunlight 610Ml",150,87000,2026-03-30,SJ-290-30032026-004,PF,"PT. MAJU JAYA TRADING"
BC dipakai PF,2026-06-11,KB-LPBD-10062026-012,BC,"PT PANJUNAN","DETTOL SOAP COOL 24 banded x 6pcs x 100gr",1,545045.045,2026-06-22,SJ-698-22062026-013,PF,"MITRA BELANJA (RETAIL)"
BC dipakai PF,2026-03-12,KB-LPBD-20260313-005,BC,"PT LOTTE MART INDONESIA","Gatsby Facewash Skin Triple Protection 100Grx36",25,600000,2026-03-31,SJ-903-31032026-001,PF,"PT. SINAR KARUNIA SEJAHTERA"
BC dipakai PF,2026-06-24,KB-LPBD-24062026-005,BC,"Lotte Mart Fatmawati","Mie Sedaap Cup Rawit Bingit ( ayam jerit ) 12x75gr",50,39459.459,2026-06-30,SJ-286-26062026-002,PF,"PT. INTRADITA PROSIMPEX"
BC dipakai PF,2026-06-24,KB-LPBD-24062026-005,BC,"Lotte Mart Fatmawati","MIE SEDAAP CUP  KOREAN SPICY SOUP  12x75gr",5,41891.891,2026-06-30,SJ-286-26062026-002,PF,"PT. INTRADITA PROSIMPEX"
BC dipakai PF,2026-06-24,KB-LPBD-24062026-005,BC,"Lotte Mart Fatmawati","Mie Sedaap Cup Goreng 12X81Gr",40,41891.891,2026-06-30,SJ-286-26062026-002,PF,"PT. INTRADITA PROSIMPEX"
BC dipakai PF,2026-06-06,KB-LPBD-06062026-005,BC,"Hypermart - Cyberpark Karawaci LKU","Sedaap Mie Goreng Isi 5 Bag 90Gr 8 X 5 X 91 Gr",51,86846.846,2026-06-30,SJ-286-26062026-002,PF,"PT. INTRADITA PROSIMPEX"
BC dipakai PF,2026-06-24,KB-LPBD-24062026-005,BC,"Lotte Mart Fatmawati","Sedaap Mie Goreng Isi 5 Bag 90Gr 8 X 5 X 91 Gr",1,88648.648,2026-06-30,SJ-286-26062026-002,PF,"PT. INTRADITA PROSIMPEX"
BC dipakai PF,2026-06-05,KB-LPBD-05062026-006,BC,"LOTTE MART BINTARO","MIE SEDAAP KOREAN SPICY 40x87GR",9,93693.693,2026-06-30,SJ-286-26062026-002,PF,"PT. INTRADITA PROSIMPEX"
BC dipakai PF,2026-06-24,KB-LPBD-24062026-005,BC,"Lotte Mart Fatmawati","MIE SEDAAP KOREAN SPICY 40x87GR",51,94774.774,2026-06-30,SJ-286-26062026-002,PF,"PT. INTRADITA PROSIMPEX"
BC dipakai PF,2026-06-24,KB-LPBD-24062026-005,BC,"Lotte Mart Fatmawati","Sedaap Mie Goreng Isi 5 Bag 90Gr 8 X 5 X 91 Gr",371,88648.648,2026-06-30,SJ-286-26062026-002,PF,"PT. INTRADITA PROSIMPEX"
BC dipakai PF,2026-06-29,KB-LPBD-29062026-008,BC,"Lotte Mart Fatmawati","Sedaap Mie Goreng Isi 5 Bag 90Gr 8 X 5 X 91 Gr",51,88648.648,2026-06-30,SJ-286-26062026-002,PF,"PT. INTRADITA PROSIMPEX"
BC dipakai PF,2026-06-24,KB-LPBD-24062026-005,BC,"Lotte Mart Fatmawati","MIE SEDAAP KOREAN SPICY 40x87GR",8,94774.774,2026-06-30,SJ-286-26062026-002,PF,"PT. INTRADITA PROSIMPEX"
BC dipakai PF,2026-05-21,KB-LPBD-21052026-002,BC,"PT SEKAR WANGI ADA PERKASA","Attack Softener 12X750Gr",30,207477.477,2026-04-07,SJ-257-07042026-006,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-05-21,KB-LPBD-21052026-002,BC,"PT SEKAR WANGI ADA PERKASA","Attack Softener 12X750Gr",131,207477.477,2026-04-07,SJ-135-07042026-007,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-03-12,KB-LPBD-20260313-005,BC,"PT LOTTE MART INDONESIA","Gatsby Facewash Skin Triple Protection 100Grx36",15,600000,2026-04-07,SJ-813-12042026-001,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-03-12,KB-LPBD-20260313-005,BC,"PT LOTTE MART INDONESIA","Gatsby Facewash Perfect Clean 100Grx36",35,600000,2026-04-07,SJ-813-12042026-001,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-04-01,KB-LPBD-01042026-001,BC,"LOTTE MART GANDARIA CITY","Gatsby Facewash Oil Control 100Grx36",19,600000,2026-04-07,SJ-813-12042026-001,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-04-01,KB-LPBD-01042026-001,BC,"LOTTE MART GANDARIA CITY","Gatsby Facewash Clear Whitening 100Grx36",30,600000,2026-04-07,SJ-813-12042026-001,PF,"PT. RAJA IMPEX"
PF dipakai BC,2026-01-22,KB-LPBD-22012026-006,PF,"PT. Valent Ternama Didepan","Kopi Kapal Api Spesial Mix Bag 6X20X23Gr",170,173873.87,2026-04-07,SJ-279-22012026-003,BC,"PT. MITRA ASIA SYNERGY"
BC dipakai PF,2026-01-30,KB-LPB-30012026-002,BC,"LOTTE MART BINTARO","Sunlight 610Ml",400,87000,2026-04-07,SJ-515-24012026-007,PF,"BU AYU"
BC dipakai PF,2026-01-30,KB-LPB-30012026-002,BC,"LOTTE MART BINTARO","Sunlight 610Ml",300,87000,2026-04-07,SJ-349-26012026-002,PF,"BUDI"
BC dipakai PF,2026-01-30,KB-LPB-30012026-002,BC,"LOTTE MART BINTARO","Sunlight 610Ml",450,87000,2026-04-07,SJ-396-25012026-002,PF,"ANDRI"
PF dipakai BC,2026-02-03,KB-LPBD-03022026-001,PF,"PT. Lina Jaya Mart","Nescafe Ice Coffee Latte Can 220 ml",100,104504.504,2026-04-08,SJ-491-08042026-001,BC,"PT. INTRADITA PROSIMPEX"
PF dipakai BC,2026-02-03,KB-LPBD-03022026-001,PF,"PT. Lina Jaya Mart","NESCAFE Caramel Macchiato 24x220ml",100,104504.504,2026-04-08,SJ-491-08042026-001,BC,"PT. INTRADITA PROSIMPEX"
BC dipakai PF,2026-03-29,KB-LPB-20260329-002,BC,"PT MATAHARI PUTRA PRIMA","Youc1000 Orange 140ML",151,139980,2026-04-08,SJ-924-07042026-013,PF,"ADRIAN"
BC dipakai PF,2026-04-06,KB-LPB-06042026-002,BC,"Hypermart - Cyberpark Karawaci LKU","Youc1000 Orange 140ML",49,139980,2026-04-08,SJ-924-07042026-013,PF,"ADRIAN"
BC dipakai PF,2026-01-29,KB-LPBD-29012026-002,BC,"Lotte Mart Fatmawati","Palmia Margarine 200Gr",300,292756.76,2026-04-08,SJ-430-27012026-002,PF,"PT. BHAKTI KARYA DISTRIBUSI INDONESIA"
PF dipakai BC,2026-01-29,KB-LPB-29012026-001,PF,"ELLEE KARUNIA SEJAHTERA","Pantene Shampoo Perawatan Rambut Rontok (PINK)",3,339000,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-02-03,KB-LPB-03022026-003,PF,"ELLEE KARUNIA SEJAHTERA","Pantene Shampoo Perawatan Rambut Rontok (PINK)",50,339000,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-02-03,KB-LPB-03022026-004,PF,"ELLEE KARUNIA SEJAHTERA","Pantene Shampoo Perawatan Rambut Rontok (PINK)",22,399000,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-01-29,KB-LPB-29012026-001,PF,"ELLEE KARUNIA SEJAHTERA","Head & Shoulders Cool Mentol (Hijau)",13,339000,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-02-03,KB-LPB-03022026-003,PF,"ELLEE KARUNIA SEJAHTERA","Head & Shoulders Cool Mentol (Hijau)",45,339000,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-02-03,KB-LPB-03022026-004,PF,"ELLEE KARUNIA SEJAHTERA","Head & Shoulders Cool Mentol (Hijau)",82,399000,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-01-29,KB-LPB-29012026-001,PF,"ELLEE KARUNIA SEJAHTERA","Head & Shoulders Lemon Fresh (Kuning)",1,339000,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-02-03,KB-LPB-03022026-003,PF,"ELLEE KARUNIA SEJAHTERA","Rejoice Rich (Orange)",1,318000,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-04-08,KB-LPBD-08042026-002,PF,"ELLEE KARUNIA SEJAHTERA","Rejoice Rich (Orange)",49,288288.28,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-03-31,KB-LPBD-20260331-005,PF,"ELLEE KARUNIA SEJAHTERA","Downy 1000 Sunrise Fresh (Biru)",15,211711.71,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-03-31,KB-LPBD-20260331-005,PF,"ELLEE KARUNIA SEJAHTERA","Downy 1000 Flora Pink (Pink)",10,211711.71,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-03-31,KB-LPBD-20260331-005,PF,"ELLEE KARUNIA SEJAHTERA","Downy 1000 Mystique (Hitam Ungu)",15,211711.71,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-01-27,KB-LPB-27012026-006,PF,"ELLEE KARUNIA SEJAHTERA","Downy 1000 Passion (Hitam Merah)",15,237000,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-02-03,KB-LPB-03022026-002,PF,"ELLEE KARUNIA SEJAHTERA","Downy 1000 Passion (Hitam Merah)",5,235000,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-03-31,KB-LPBD-20260331-005,PF,"ELLEE KARUNIA SEJAHTERA","Pantene Shampoo Anti Dandruff (Biru )",81,301801.801,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-04-08,KB-LPBD-08042026-002,PF,"ELLEE KARUNIA SEJAHTERA","Pantene Shampoo Anti Dandruff (Biru )",69,304504.5,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-03-31,KB-LPBD-20260331-005,PF,"ELLEE KARUNIA SEJAHTERA","Pantene Shampoo Hitam & Panjang (Hitam)",25,301801.802,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
PF dipakai BC,2026-04-08,KB-LPBD-08042026-002,PF,"ELLEE KARUNIA SEJAHTERA","Pantene Shampoo Hitam & Panjang (Hitam)",50,304504.5,2026-04-08,SJ-652-28012026-005,BC,"GUNTUR"
BC dipakai PF,2026-02-19,KB-LPB-19022026-002,BC,"HYPERMART GOURMENT","Ellips Hair Vitamin Hair Treatment Blister (Pink)",1,651600,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-02-21,KB-LPB-21022026-001,BC,"FMT MAXX BOX","Ellips Hair Vitamin Hair Treatment Blister (Pink)",4,651600,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-02-26,KB-LPB-26022026-001,BC,"HYPERMART PURI INDAH ","Ellips Hair Vitamin Hair Treatment Blister (Pink)",3,651600,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
