Tipe Silang,Tgl Beli,No LPB,Sales Beli,Supplier,Nama Barang,Qty Silang,HPP Beli,Tgl Jual,No SJ,Sales Jual,Customer
PF dipakai BC,2026-04-12,KB-LPBD-12042026-001,PF,"CV SAMUDRA JAYA ABADI","Gatsby Water Gloss Super Hard 150Grx48",4,588828.828,2026-04-06,SJ-279-21012026-003,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-04-13,KB-LPBD-13042026-002,PF,"CV SAMUDRA JAYA ABADI","Gatsby Water Gloss Super Hard 150Grx48",3,684684.68,2026-04-06,SJ-279-21012026-003,BC,"PT. MITRA ASIA SYNERGY"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby T-Haircream Antidandruff 216Pcsx28Gr",5,725189.19,2026-01-26,SJ-859-26012026-003,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby T-Hair Cream Normal 96X70Gr",10,551639.64,2026-01-26,SJ-859-26012026-003,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby T-Hair Cream-Anti Dandruff 96Pcsx70Gr",10,570234.23,2026-01-26,SJ-859-26012026-003,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby T-Hair Cream Normal 48X120Gr",10,449369.37,2026-01-26,SJ-859-26012026-003,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Perfect Clean 100Grx36",15,650810.81,2026-01-26,SJ-859-26012026-003,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby T-Hair Cream-Normal 216Pcsx28Gr",5,697297.3,2026-01-26,SJ-859-26012026-003,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby Styling Wax Mat&Hard (Black) 96X75Gr",6,650810.81,2026-01-26,SJ-859-26012026-003,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Skin Triple Protection 100Grx36",58,650810.81,2026-01-26,SJ-859-26012026-003,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby Styling Pomade Supreme Grease 80Grx48",5,1022702.7,2026-01-26,SJ-859-26012026-003,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Oil Control 100Grx36",33,650810.81,2026-01-26,SJ-859-26012026-003,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Clear Whitening 100Grx36",91,650810.81,2026-01-26,SJ-859-26012026-003,PF,"PT. RAJA IMPEX"
PF dipakai BC,2026-01-24,KB-LPB-24012026-001,PF,"LOTTE MART BINTARO","Sunlight 610Ml",500,87000,2026-01-28,SJ-946-28012026-007,BC,"PT. BHAKTI KARYA DISTRIBUSI INDONESIA"
PF dipakai BC,2026-01-25,KB-LPB-25012026-001,PF,"LOTTE MART GANDARIA CITY","Sunlight 610Ml",700,87000,2026-01-28,SJ-946-28012026-007,BC,"PT. BHAKTI KARYA DISTRIBUSI INDONESIA"
PF dipakai BC,2026-01-25,KB-LPB-25012026-001,PF,"LOTTE MART GANDARIA CITY","Sunlight 610Ml",300,87000,2026-01-28,SJ-175-28012026-006,BC,"TEDDY"
PF dipakai BC,2026-01-28,KB-LPB-28012026-005,PF,"LOTTE MART GANDARIA CITY","Sunlight 610Ml",100,87000,2026-01-29,SJ-253-29012026-002,BC,"NISA JAYA"
PF dipakai BC,2026-01-15,KB-LPBD-15012026-001,PF,"Lotte Mart Fatmawati","Sedaap Mie Soto Isi 5 5X8X75 Gr",300,86486.49,2026-01-29,SJ-974-29012026-001,BC,"PT. RANI INVESTINDO"
PF dipakai BC,2026-01-15,KB-LPBD-15012026-001,PF,"Lotte Mart Fatmawati","Sedaap Mie Goreng Isi 5 Bag 90Gr 8 X 5 X 91 Gr",499,88648.65,2026-01-30,SJ-829-30012026-006,BC,"PT. RANI INVESTINDO"
PF dipakai BC,2026-01-28,KB-LPB-28012026-005,PF,"LOTTE MART GANDARIA CITY","Sunlight 610Ml",150,87000,2026-01-30,SJ-504-30012026-009,BC,"JENNY"
PF dipakai BC,2026-01-28,KB-LPBD-28012026-006,PF,"LOTTE MART GANDARIA CITY","Sunlight 610Ml",150,78378.38,2026-01-30,SJ-504-30012026-009,BC,"JENNY"
BC dipakai PF,2026-01-30,KB-LPBD-30012026-002,BC,"Hypermart - Supermal Karawaci","Youc1000 Orange 140ML",1000,126108.11,2026-01-31,SJ-923-31012026-003,PF,"MARIANA"
PF dipakai BC,2026-01-28,KB-LPBD-28012026-006,PF,"LOTTE MART GANDARIA CITY","Sunlight 610Ml",400,78378.38,2026-01-31,SJ-396-31012026-003,BC,"NASHA"
PF dipakai BC,2026-01-20,KB-LPBD-20012026-004,PF,"KUDO TEKNOLOGI INDONESIA","Abc Kecap Pet 600Ml",100,232432.23,2026-02-02,SJ-793-02022026-005,BC,"PT. INTRADITA PROSIMPEX"
BC dipakai PF,2026-01-20,KB-LPBD-21012026-001,BC,"CV SAMUDRA JAYA ABADI","Gatsby Water Gloss Hard 48X150Gr",8,588828.83,2026-02-03,SJ-775-03022026-002,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-02-03,KB-LPBD-03022026-004,BC,"LIEFAREL MULTINIAGA LEST","Ellips Hm Mrc Volume Mrcle Sch 72X20Ml",10,381081.1,2026-02-03,SJ-489-03022026-008,PF,"PT. PUTERA MAKMUR TRADING"
BC dipakai PF,2026-01-12,KB-LPBD-20260112-001,BC,"PT LOTTE MART INDONESIA","Ellips Hair Vitamin Hair Nutri Color Jar (Ungu)",20,691891.89,2026-02-03,SJ-489-03022026-008,PF,"PT. PUTERA MAKMUR TRADING"
BC dipakai PF,2026-02-03,KB-LPBD-03022026-004,BC,"LIEFAREL MULTINIAGA LEST","Ellips Hm Mrc Nutricolor Sch 72X20Ml",10,381081.1,2026-02-03,SJ-489-03022026-008,PF,"PT. PUTERA MAKMUR TRADING"
BC dipakai PF,2026-02-03,KB-LPBD-03022026-004,BC,"LIEFAREL MULTINIAGA LEST","Ellips Hm Mrc Smth Shiny Sch 72X20Ml",10,381081.1,2026-02-03,SJ-489-03022026-008,PF,"PT. PUTERA MAKMUR TRADING"
BC dipakai PF,2026-01-06,KB-LPBD-20260107-002,BC,"PT LOTTE MART INDONESIA","Ellips Hair Vitamin Hair Nutri Color Blister (Ungu)",5,609729.73,2026-02-03,SJ-489-03022026-008,PF,"PT. PUTERA MAKMUR TRADING"
BC dipakai PF,2026-02-03,KB-LPBD-03022026-004,BC,"LIEFAREL MULTINIAGA LEST","Ellips Hm Mrc Hr Treatmnt Sch 72X20Ml",10,381081.1,2026-02-03,SJ-489-03022026-008,PF,"PT. PUTERA MAKMUR TRADING"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Skin Triple Protection 100Grx36",10,650810.81,2026-02-03,SJ-775-03022026-002,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Clear Whitening 100Grx36",5,650810.81,2026-02-03,SJ-775-03022026-002,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Oil Control 100Grx36",5,650810.81,2026-02-03,SJ-775-03022026-002,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Perfect Clean 100Grx36",54,650810.81,2026-02-03,SJ-775-03022026-002,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby Water Gloss Soft 48X150Gr",5,588828.83,2026-02-03,SJ-775-03022026-002,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-20,KB-LPBD-21012026-001,BC,"CV SAMUDRA JAYA ABADI","Gatsby Water Gloss Super Hard 150Grx48",7,588828.83,2026-02-03,SJ-775-03022026-002,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPBD-26012026-002,BC,"CV SAMUDRA JAYA ABADI","Gatsby Water Gloss Super Hard 150Grx48",15,588828.83,2026-02-03,SJ-775-03022026-002,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-20,KB-LPBD-21012026-001,BC,"CV SAMUDRA JAYA ABADI","Gatsby Water Gloss Hyper Solid 48X150Gr",5,588828.83,2026-02-03,SJ-775-03022026-002,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-06,KB-LPBD-20260107-002,BC,"PT LOTTE MART INDONESIA","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",25,609729.73,2026-02-03,SJ-489-03022026-008,PF,"PT. PUTERA MAKMUR TRADING"
BC dipakai PF,2026-01-22,KB-LPB-22012026-001,BC,"Hypermart - Cyberpark Karawaci LKU","Ellips Hair Vitamin Hair Treatment Blister (Pink)",8,651600,2026-02-03,SJ-489-03022026-008,PF,"PT. PUTERA MAKMUR TRADING"
BC dipakai PF,2026-01-26,KB-LPB-26012026-003,BC,"HYPERMART GADING SERPONG","Ellips Hair Vitamin Hair Treatment Blister (Pink)",8,651600,2026-02-03,SJ-489-03022026-008,PF,"PT. PUTERA MAKMUR TRADING"
BC dipakai PF,2026-01-26,KB-LPB-26012026-005,BC,"PT MATAHARI PUTRA PRIMA","Ellips Hair Vitamin Hair Treatment Blister (Pink)",5,651600,2026-02-03,SJ-489-03022026-008,PF,"PT. PUTERA MAKMUR TRADING"
BC dipakai PF,2026-01-26,KB-LPB-26012026-004,BC,"HYPERMART - MALL BALE KOTA","Ellips Hair Vitamin Hair Treatment Blister (Pink)",3,651600,2026-02-03,SJ-489-03022026-008,PF,"PT. PUTERA MAKMUR TRADING"
BC dipakai PF,2026-02-03,KB-LPBD-03022026-004,BC,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Treatment Blister (Pink)",26,653153.2,2026-02-03,SJ-489-03022026-008,PF,"PT. PUTERA MAKMUR TRADING"
PF dipakai BC,2026-01-13,KB-LPBD-13012026-002-MIG,PF,"KUDO TEKNOLOGI INDONESIA","Abc Sambal Asli 335Ml",150,290090.09,2026-02-04,SJ-993-04022026-002,BC,"PT. INTRADITA PROSIMPEX"
BC dipakai PF,2026-01-06,KB-LPBD-20260107-002,BC,"PT LOTTE MART INDONESIA","Ellips Hair Vitamin Hair Shiny Black Blister (Hitam) 6x6x12",25,609729.73,2026-02-04,SJ-664-04022026-003,PF,"PT. PUTERA MAKMUR TRADING"
BC dipakai PF,2026-02-03,KB-LPBD-03022026-004,BC,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Nutri Color Jar (Ungu)",25,742792.8,2026-02-04,SJ-664-04022026-003,PF,"PT. PUTERA MAKMUR TRADING"
PF dipakai BC,2026-02-06,KB-LPB-06022026-001,PF,"HYPERMART - MALL BALE KOTA","MARJAN SIRUP COCOPANDAN 460ML",300,214992,2026-02-07,SJ-638-07022026-003,BC,"FAHMI "
PF dipakai BC,2026-02-07,KB-LPB-07022026-002,PF,"HYPERMART - MALL BALE KOTA","MARJAN SIRUP COCOPANDAN 460ML",600,214992,2026-02-07,SJ-638-07022026-003,BC,"FAHMI "
PF dipakai BC,2026-02-07,KB-LPB-07022026-002,PF,"HYPERMART - MALL BALE KOTA","MARJAN SIRUP MELON 460ML",400,214992,2026-02-07,SJ-638-07022026-003,BC,"FAHMI "
PF dipakai BC,2026-02-07,KB-LPB-07022026-002,PF,"HYPERMART - MALL BALE KOTA","MARJAN SIRUP COCOPANDAN 460ML",300,214992,2026-02-09,SJ-113-09022026-004,BC,"PT. BERKAH SIDOFAST SUKSES"
PF dipakai BC,2026-02-07,KB-LPB-07022026-002,PF,"HYPERMART - MALL BALE KOTA","MARJAN SIRUP MELON 460ML",200,214992,2026-02-10,SJ-593-10022026-016,BC,"FAHMI"
PF dipakai BC,2026-02-10,KB-LPB-10022026-002,PF,"Lotte Mart Fatmawati","Forvita Margarine 200Gr",35,267000,2026-02-10,SJ-933-10022026-017,BC,"PAK IKHLAS"
PF dipakai BC,2026-01-20,KB-LPBD-20012026-002,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Nutri Color Blister (Ungu)",3,648000,2026-02-11,SJ-297-11022026-009,BC,"SUPRI"
PF dipakai BC,2026-01-20,KB-LPBD-20012026-002,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Nutri Color Blister (Ungu)",5,648000,2026-02-11,SJ-157-11022026-008,BC,"SUPRI PASAR PAGI"
PF dipakai BC,2026-02-10,KB-LPB-10022026-002,PF,"Lotte Mart Fatmawati","Forvita Margarine 200Gr",500,267000,2026-02-11,SJ-564-11022026-003,BC,"PT. KARTINI SUKSES MAKMUR"
PF dipakai BC,2026-01-20,KB-LPBD-20012026-002,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Nutri Color Blister (Ungu)",3,648000,2026-02-11,SJ-786-11022026-004,BC,"SUPRI"
PF dipakai BC,2026-02-09,KB-LPBD-09022026-006,PF,"Lotte Mart Kuningan City","Garnier Men Power White Super Duo Foam 100Ml X 12",345,227027.027,2026-02-12,SJ-347-12022026-001,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-09,KB-LPBD-09022026-006,PF,"Lotte Mart Kuningan City","Garnier Men Acno Fight Wasabi Foam 100Ml",189,227027.027,2026-02-12,SJ-347-12022026-001,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-09,KB-LPBD-09022026-006,PF,"Lotte Mart Kuningan City","GARNIER MAN ACNOFIGHT 6IN1 ANTI ACNE FOAM 100ml",675,227027.027,2026-02-12,SJ-347-12022026-001,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-09,KB-LPBD-09022026-006,PF,"Lotte Mart Kuningan City","Garnier Men Turbo Light Oil Control Brightening Cooling Foam 100Ml X 12",190,227027.027,2026-02-12,SJ-347-12022026-001,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-09,KB-LPBD-09022026-006,PF,"Lotte Mart Kuningan City","Garnier Men Turbo Light Oil Control Brightening Icy Scrub 100Ml",245,227027.027,2026-02-12,SJ-347-12022026-001,BC,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPB-26012026-003,BC,"HYPERMART GADING SERPONG","Ellips Hair Vitamin Hair Shiny Black Blister (Hitam) 6x6x12",8,651600,2026-02-12,SJ-637-12022026-004,PF,"PT. PANNA ESTETIKA CEMERLANG"
BC dipakai PF,2026-02-11,KB-LPB-11022026-001,BC," HYPERMART VILLA MELATI ","Ellips Hair Vitamin Hair Shiny Black Blister (Hitam) 6x6x12",3,651600,2026-02-12,SJ-637-12022026-004,PF,"PT. PANNA ESTETIKA CEMERLANG"
PF dipakai BC,2026-02-09,KB-LPBD-09022026-006,PF,"Lotte Mart Kuningan City","Garnier Bright Comp Whip Foam 100Ml",385,227027.027,2026-02-12,SJ-347-12022026-001,BC,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-26,KB-LPB-26012026-004,BC,"HYPERMART - MALL BALE KOTA","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",2,651611,2026-02-12,SJ-637-12022026-004,PF,"PT. PANNA ESTETIKA CEMERLANG"
BC dipakai PF,2026-01-26,KB-LPB-26012026-003,BC,"HYPERMART GADING SERPONG","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",7,651600,2026-02-12,SJ-637-12022026-004,PF,"PT. PANNA ESTETIKA CEMERLANG"
BC dipakai PF,2026-02-03,KB-LPBD-03022026-004,BC,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",25,653153.2,2026-02-12,SJ-637-12022026-004,PF,"PT. PANNA ESTETIKA CEMERLANG"
BC dipakai PF,2026-02-11,KB-LPB-11022026-001,BC," HYPERMART VILLA MELATI ","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",2,651600,2026-02-12,SJ-637-12022026-004,PF,"PT. PANNA ESTETIKA CEMERLANG"
BC dipakai PF,2026-01-22,KB-LPB-22012026-001,BC,"Hypermart - Cyberpark Karawaci LKU","Ellips Hair Vitamin Hair Nutri Color Blister (Ungu)",6,651600,2026-02-12,SJ-637-12022026-004,PF,"PT. PANNA ESTETIKA CEMERLANG"
BC dipakai PF,2026-01-26,KB-LPB-26012026-005,BC,"PT MATAHARI PUTRA PRIMA","Ellips Hair Vitamin Hair Nutri Color Blister (Ungu)",4,651600,2026-02-12,SJ-637-12022026-004,PF,"PT. PANNA ESTETIKA CEMERLANG"
BC dipakai PF,2026-01-26,KB-LPB-26012026-003,BC,"HYPERMART GADING SERPONG","Ellips Hair Vitamin Hair Nutri Color Blister (Ungu)",2,651600,2026-02-12,SJ-637-12022026-004,PF,"PT. PANNA ESTETIKA CEMERLANG"
BC dipakai PF,2026-02-03,KB-LPBD-03022026-004,BC,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Treatment Blister (Pink)",7,653153.2,2026-02-12,SJ-637-12022026-004,PF,"PT. PANNA ESTETIKA CEMERLANG"
BC dipakai PF,2026-02-11,KB-LPB-11022026-001,BC," HYPERMART VILLA MELATI ","Ellips Hair Vitamin Hair Treatment Blister (Pink)",5,651600,2026-02-12,SJ-637-12022026-004,PF,"PT. PANNA ESTETIKA CEMERLANG"
PF dipakai BC,2026-02-09,KB-LPBD-09022026-006,PF,"Lotte Mart Kuningan City","Garnier Sakura White Wf 100Ml",200,227027.027,2026-02-12,SJ-347-12022026-001,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","Gatsby Urban Cologne Dignity 48X125Ml",8,604324.324,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-11,KB-LPB-11022026-002,PF,"Lotte Mart Fatmawati","Forvita Margarine 200Gr",100,267000,2026-02-13,SJ-103-13022026-004,BC,"YUDI CAKUNG "
PF dipakai BC,2026-02-11,KB-LPB-11022026-002,PF,"Lotte Mart Fatmawati","Forvita Margarine 200Gr",100,267000,2026-02-13,SJ-580-13022026-005,BC,"IBU LIA"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","Gatsby Urban Cologne Attractive 48X125Ml",12,604324.324,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","Gatsby Urban Cologne Intention 48X125Ml",24,604324.324,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","Gatsby Urban Cologne Confidence 48X125Ml",20,604324.324,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","Gatsby Urban Cologne Energy 48X125Ml",24,604324.324,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","PUCELLE EAU DE LUXE COLOGNE VICTRESS 100ML",20,588828.828,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","Pucelle De Luxe Body Spray Azure 150 Ml X 48",8,759279.279,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","Pucelle De Luxe Body Spray Dainity 150 Ml X 48",8,759279.279,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","Pucelle De Luxe Body Spray Finesse 150 Ml X 48",4,759279.279,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","Pucelle De Luxe Body Spray Glitzy 150 Ml X 48",8,759279.279,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","Pucelle De Luxe Body Spray Victress 150 Ml X 48",8,759279.279,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","Pucelle Eau De Luxe Cologne Azure 100ml ",20,588828.828,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","PUCELLE EAU DE LUXE COLOGNE LUCENT",10,588828.828,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","PUCELLE EAU DE LUXE COLOGNE DAINTY 100ML",20,588828.828,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","PUCELLE EAU DE LUXE COLOGNE FINESS 100ML",20,588828.828,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-004,PF,"CV SAMUDRA JAYA ABADI","PUCELLE EAU DE LUXE COLOGNE GLITZY 100ml",20,588828.828,2026-02-13,SJ-121-13022026-001,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-05,KB-LPBD-05022026-002,PF,"Jenindo Prakarsa Jati Asih , Bekasi","Blue Band Serbaguna 200G",1,414175.676,2026-02-13,SJ-608-13022026-012,BC,"MARIANA"
PF dipakai BC,2026-02-13,KB-LPB-13022026-002,PF,"Jenindo Prakarsa Jati Asih , Bekasi","Blue Band Serbaguna 200G",349,460000,2026-02-13,SJ-608-13022026-012,BC,"MARIANA"
PF dipakai BC,2026-01-13,KB-LPBD-13012026-001-MIG,PF,"PT. Cahaya Karang Kencana","Milo Uht Milk 36X110Ml",225,141441.44,2026-02-14,SJ-211-14022026-002,BC,"PT. MITRA ASIA SYNERGY"
PF dipakai BC,2026-02-14,KB-LPB-14022026-002,PF,"Lotte Mart Fatmawati","Forvita Margarine 200Gr",50,267000,2026-02-14,SJ-839-14022026-007,BC,"JAELANI "
BC dipakai PF,2026-02-14,KB-LPBD-14022026-003,BC,"PT INTI CAKRAWALA CITRA","Kecap Bango 1.525 Kg",100,162162.2,2026-02-18,SJ-738-18022026-009,PF,"PT. BHAKTI KARYA DISTRIBUSI INDONESIA"
BC dipakai PF,2026-02-18,KB-LPBD-18022026-006,BC,"PT Tulus Maju Sukabumi","Kecap Bango 1.525 Kg",398,228439.9,2026-02-18,SJ-738-18022026-009,PF,"PT. BHAKTI KARYA DISTRIBUSI INDONESIA"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Treatment Blister (Pink)",6,9099.099,2026-02-19,SJ-538-19022026-005,BC,"SUPRI"
BC dipakai PF,2026-02-13,KB-LPB-13022026-004,BC,"Hypermart - Supermal Karawaci","SASA MSG (PENYEDAP RASA) 500GR",300,528000,2026-02-19,SJ-570-19022026-002,PF,"MARIYANA"
PF dipakai BC,2026-02-12,KB-LPBD-12022026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Shiny Black Blister (Hitam) 6x6x12",4,9099.099,2026-02-19,SJ-538-19022026-005,BC,"SUPRI"
PF dipakai BC,2026-02-19,KB-LPB-19022026-001,PF,"Lotte Mart Fatmawati","Forvita Margarine 200Gr",115,267000,2026-02-20,SJ-535-20022026-003,BC,"KURNIAWAN"
PF dipakai BC,2026-02-13,KB-LPBD-13022026-004,PF,"PT INTI CAKRAWALA CITRA","Good Day Cappucino 30 x 6 x 25GR",100,231531.53,2026-02-23,SJ-295-23022026-003,BC,"PT. INTRADITA PROSIMPEX"
BC dipakai PF,2026-02-23,KB-LPBD-23022026-006,BC,"PT SAYAP MAS UTAMA","FLORIDINA ORANGE 350ML",1000,25540.54,2026-02-24,SJ-150-24022026-003,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-01-14,KB-LPBD-14012026-006,BC,"PT INTI CAKRAWALA CITRA","Nescafe Kopi Classic 10X(60X2Gr)",350,603603.604,2026-02-24,SJ-855-24022026-004,PF,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-03,KB-LPBD-03022026-003,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Oil Control 100Grx36",5,647027.027,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-27,KB-LPBD-27022026-002,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Oil Control 100Grx36",15,650810.8,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-03,KB-LPBD-03022026-003,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Skin Triple Protection 100Grx36",10,647027.027,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-27,KB-LPBD-27022026-002,PF,"CV SAMUDRA JAYA ABADI","Gatsby Facewash Skin Triple Protection 100Grx36",20,650810.8,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-27,KB-LPBD-27022026-002,PF,"CV SAMUDRA JAYA ABADI","Gatsby Styling Wax Mat&Hard (Black) 96X75Gr",6,1332613,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-01-08,KB-LPBD-20260108-005,PF,"CV SAMUDRA JAYA ABADI","Gatsby Styling Wax Power&Spike (Red) 96X75Gr",4,1332612.61,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-02-27,KB-LPBD-27022026-002,PF,"CV SAMUDRA JAYA ABADI","Gatsby Styling Wax Power&Spike (Red) 96X75Gr",1,1332613,2026-02-25,SJ-920-25022026-007,BC,"PT. RAJA IMPEX"
